time;V(5);V(7)
0.002947846;0.023283554;-0.605133536
0.002970522;0.023044922;-0.603579457
0.002993197;0.022743716;-0.601979617
0.003015873;0.022379214;-0.600329932
0.003038549;0.021950573;-0.598625124
0.003061224;0.021456838;-0.596858466
0.003083900;0.020897003;-0.595021338
0.003106576;0.020269755;-0.593103010
0.003129252;0.019573851;-0.591089519
0.003151927;0.018807889;-0.588962905
0.003174603;0.017970362;-0.586699621
0.003197279;0.017059678;-0.584268227
0.003219955;0.016074177;-0.581625723
0.003242630;0.015012153;-0.578711478
0.003265306;0.013871882;-0.575436566
0.003287982;0.012651667;-0.571663622
0.003310658;0.011349852;-0.567164828
0.003333333;0.009964750;-0.561521540
0.003356009;0.008494061;-0.553829656
0.003378685;0.006931115;-0.541455192
0.003401361;0.005198226;-0.505307769
0.003424036;0.000262162;0.093061469
0.003446712;-0.000144848;0.126629651
0.003469388;-0.000372015;0.138357706
0.003492063;-0.000561851;0.145421878
0.003514739;-0.000735202;0.150381999
0.003537415;-0.000898993;0.154132006
0.003560091;-0.001056169;0.157090204
0.003582766;-0.001208094;0.159486365
0.003605442;-0.001355377;0.161460404
0.003628118;-0.001498224;0.163103842
0.003650794;-0.001636606;0.164479848
0.003673469;-0.001770349;0.165633829
0.003696145;-0.001899190;0.166599492
0.003718821;-0.002022813;0.167402510
0.003741497;-0.002140863;0.168062839
0.003764172;-0.002252972;0.168596243
0.003786848;-0.002358763;0.169015341
0.003809524;-0.002457861;0.169330320
0.003832200;-0.002549904;0.169549451
0.003854875;-0.002634544;0.169679476
0.003877551;-0.002711452;0.169725848
0.003900227;-0.002780325;0.169692978
0.003922902;-0.002840889;0.169584361
0.003945578;-0.002892898;0.169402688
0.003968254;-0.002936142;0.169149933
0.003990930;-0.002970443;0.168827350
0.004013605;-0.002995662;0.168435779
0.004036281;-0.003011695;0.167975177
0.004058957;-0.003018473;0.167444869
0.004081633;-0.003015969;0.166843870
0.004104308;-0.003004189;0.166170258
0.004126984;-0.002983177;0.165421453
0.004149660;-0.002953009;0.164594060
0.004172336;-0.002913793;0.163683746
0.004195011;-0.002865666;0.162685095
0.004217687;-0.002808791;0.161591376
0.004240363;-0.002743352;0.160394256
0.004263039;-0.002669550;0.159083400
0.004285714;-0.002587593;0.157645913
0.004308390;-0.002497689;0.156065556
0.004331066;-0.002400037;0.154321602
0.004353741;-0.002294805;0.152387142
0.004376417;-0.002182108;0.150226486
0.004399093;-0.002061974;0.147790981
0.004421769;-0.001934277;0.145012021
0.004444444;-0.001798633;0.141788503
0.004467120;-0.001654195;0.137962557
0.004489796;-0.001499217;0.133267455
0.004512472;-0.001329955;0.127197071
0.004535147;-0.001137236;0.118593913
0.004557823;-0.000889628;0.103630276
0.004580499;0.000089155;0.000076534
0.004603175;0.065214701;0.444836586
0.004625850;0.460241211;-0.360255430
0.004648526;-0.001980588;0.292414151
0.004671202;0.315812773;0.759114337
0.004693878;0.000454500;0.027678973
0.004716553;0.092221623;0.445613527
0.004739229;0.428295619;-0.392932280
0.004761905;-0.001604350;0.312797274
0.004784580;0.015568290;-0.588640951
0.004807256;0.016554102;-0.588559186
0.004829932;0.017468525;-0.588274937
0.004852608;0.018312956;-0.587828273
0.004875283;0.019088790;-0.587248707
0.004897959;0.019797323;-0.586558519
0.004920635;0.020439747;-0.585774834
0.004943311;0.021017137;-0.584910985
0.004965986;0.021530451;-0.583977457
0.004988662;0.021980585;-0.582982471
0.005011338;0.022368125;-0.581932723
0.005034014;0.022693737;-0.580833301
0.005056689;0.022957896;-0.579688221
0.005079365;0.023160954;-0.578500530
0.005102041;0.023303149;-0.577272437
0.005124717;0.023384555;-0.576005435
0.005147392;0.023405326;-0.574700122
0.005170068;0.023365168;-0.573356769
0.005192744;0.023263865;-0.571974771
0.005215420;0.023101155;-0.570552758
0.005238095;0.022876529;-0.569088745
0.005260771;0.022589411;-0.567579877
0.005283447;0.022239096;-0.566022336
0.005306122;0.021824767;-0.564411175
0.005328798;0.021345493;-0.562740076
0.005351474;0.020800286;-0.561000938
0.005374150;0.020187857;-0.559183695
0.005396825;0.019506983;-0.557275274
0.005419501;0.018756275;-0.555258904
0.005442177;0.017934241;-0.553112702
0.005464853;0.017039297;-0.550807600
0.005487528;0.016069785;-0.548304111
0.005510204;0.015023991;-0.545547050
0.005532880;0.013900182;-0.542456396
0.005555556;0.012696629;-0.538910399
0.005578231;0.011411651;-0.534711357
0.005600907;0.010043569;-0.529507126
0.005623583;0.008590366;-0.522575055
0.005646259;0.007047439;-0.512014091
0.005668934;0.005382685;-0.488659139
0.005691610;0.000437482;0.068514738
0.005714286;-0.000417463;0.155797731
0.005736961;-0.000658487;0.169321305
0.005759637;-0.000855788;0.177163823
0.005782313;-0.001033134;0.182486587
0.005804989;-0.001199554;0.186428922
0.005827664;-0.001358714;0.189493192
0.005850340;-0.001512294;0.191945766
0.005873016;-0.001661065;0.193945048
0.005895692;-0.001805319;0.195592907
0.005918367;-0.001945077;0.196958756
0.005941043;-0.002080199;0.198092007
0.005963719;-0.002210442;0.199029044
0.005986395;-0.002335497;0.199797408
0.006009070;-0.002455020;0.200418398
0.006031746;-0.002568643;0.200908774
0.006054422;-0.002675988;0.201281905
0.006077098;-0.002776681;0.201548560
0.006099773;-0.002870352;0.201717475
0.006122449;-0.002956650;0.201795757
0.006145125;-0.003035241;0.201789182
0.006167800;-0.003105814;0.201702403
0.006190476;-0.003168088;0.201539138
0.006213152;-0.003221810;0.201302265
0.006235828;-0.003266761;0.200993931
0.006258503;-0.003302755;0.200615535
0.006281179;-0.003329645;0.200168084
0.006303855;-0.003347319;0.199651666
0.006326531;-0.003355700;0.199065752
0.006349206;-0.003354755;0.198409472
0.006371882;-0.003344481;0.197681065
0.006394558;-0.003324914;0.196878108
0.006417234;-0.003296127;0.195997379
0.006439909;-0.003258220;0.195034745
0.006462585;-0.003211326;0.193985009
0.006485261;-0.003155605;0.192841731
0.006507937;-0.003091238;0.191596910
0.006530612;-0.003018422;0.190240636
0.006553288;-0.002937368;0.188760557
0.006575964;-0.002848285;0.187141152
0.006598639;-0.002751377;0.185362661
0.006621315;-0.002646818;0.183399521
0.006643991;-0.002534740;0.181217978
0.006666667;-0.002415188;0.178772283
0.006689342;-0.002288073;0.175998375
0.006712018;-0.002153072;0.172802725
0.006734694;-0.002009445;0.169041080
0.006757370;-0.001855664;0.164473907
0.006780045;-0.001688499;0.158658346
0.006802721;-0.001500312;0.150625408
0.006825397;-0.001267223;0.137467573
0.006848073;-0.000784144;0.094546026
0.006870748;0.004255769;-0.500182776
0.006893424;0.005954493;-0.527633855
0.006916100;0.007512349;-0.536836481
0.006938776;0.008982486;-0.541766508
0.006961451;0.010370757;-0.544754812
0.006984127;0.011679100;-0.546637548
0.007006803;0.012909133;-0.547810430
0.007029478;0.014062402;-0.548491972
0.007052154;0.015140489;-0.548815294
0.007074830;0.016144924;-0.548867326
0.007097506;0.017077409;-0.548707526
0.007120181;0.017939377;-0.548378491
0.007142857;0.018732262;-0.547911453
0.007165533;0.019457398;-0.547329901
0.007188209;0.020116015;-0.546651831
0.007210884;0.020709223;-0.545891224
0.007233560;0.021238021;-0.545059059
0.007256236;0.021703279;-0.544164006
0.007278912;0.022105798;-0.543212874
0.007301587;0.022446093;-0.542211199
0.007324263;0.022724735;-0.541163143
0.007346939;0.022942109;-0.540071941
0.007369615;0.023098477;-0.538939961
0.007392290;0.023193941;-0.537768865
0.007414966;0.023228718;-0.536559357
0.007437642;0.023202472;-0.535311926
0.007460317;0.023115078;-0.534026055
0.007482993;0.022966270;-0.532700582
0.007505669;0.022755571;-0.531333700
0.007528345;0.022482424;-0.529922766
0.007551020;0.022146155;-0.528464222
0.007573696;0.021745968;-0.526953426
0.007596372;0.021280951;-0.525384437
0.007619048;0.020750138;-0.523749637
0.007641723;0.020152261;-0.522039567
0.007664399;0.019486116;-0.520241965
0.007687075;0.018750326;-0.518341140
0.007709751;0.017943412;-0.516316700
0.007732426;0.017063799;-0.514141692
0.007755102;0.016109828;-0.511779731
0.007777778;0.015079782;-0.509180376
0.007800454;0.013971907;-0.506271239
0.007823129;0.012784452;-0.502943694
0.007845805;0.011515699;-0.499024643
0.007868481;0.010163959;-0.494214119
0.007891156;0.008727355;-0.487922684
0.007913832;0.007202428;-0.478720445
0.007936508;0.005572325;-0.461155157
0.007959184;0.002101417;-0.135405048
0.007981859;-0.001180618;0.250584994
0.008004535;-0.000893679;0.202856303
0.008027211;-0.001100222;0.211664540
0.008049887;-0.001282193;0.217407185
0.008072562;-0.001451543;0.221563324
0.008095238;-0.001612865;0.224741629
0.008117914;-0.001768220;0.227252444
0.008140590;-0.001918563;0.229275612
0.008163265;-0.002064290;0.230924775
0.008185941;-0.002205480;0.232276295
0.008208617;-0.002342028;0.233383976
0.008231293;-0.002473712;0.234287119
0.008253968;-0.002600236;0.235015276
0.008276644;-0.002721263;0.235591174
0.008299320;-0.002836427;0.236032633
0.008321995;-0.002945351;0.236353811
0.008344671;-0.003047659;0.236566095
0.008367347;-0.003142978;0.236678701
0.008390023;-0.003230950;0.236699118
0.008412698;-0.003311235;0.236633446
0.008435374;-0.003383518;0.236486596
0.008458050;-0.003447509;0.236262515
0.008480726;-0.003502947;0.235964281
0.008503401;-0.003549605;0.235594210
0.008526077;-0.003587289;0.235153843
0.008548753;-0.003615844;0.234644369
0.008571429;-0.003635150;0.234065992
0.008594104;-0.003645123;0.233418446
0.008616780;-0.003645719;0.232700671
0.008639456;-0.003636931;0.231911365
0.008662132;-0.003618788;0.231048162
0.008684807;-0.003591355;0.230108012
0.008707483;-0.003554727;0.229086979
0.008730159;-0.003509035;0.227980095
0.008752834;-0.003454431;0.226781192
0.008775510;-0.003391096;0.225482599
0.008798186;-0.003319225;0.224074822
0.008820862;-0.003239029;0.222546042
0.008843537;-0.003150718;0.220881428
0.008866213;-0.003054500;0.219062158
0.008888889;-0.002950560;0.217063963
0.008911565;-0.002839039;0.214854935
0.008934240;-0.002720004;0.212392068
0.008956916;-0.002593399;0.209615567
0.008979592;-0.002458956;0.206438909
0.009002268;-0.002316034;0.202730242
0.009024943;-0.002163300;0.198274218
0.009047619;-0.001997965;0.192682330
0.009070295;-0.001813636;0.185138173
0.009092971;-0.001591801;0.173386696
0.009115646;-0.001224506;0.144524456
0.009138322;0.003594012;-0.447560278
0.009160998;0.040095295;0.388694114
0.009183673;0.327746900;-0.377140092
0.009206349;-0.002548144;0.355721910
0.009229025;0.318691945;0.845182825
0.009251701;-0.000749247;0.174252856
0.009274376;0.119068867;0.570304245
0.009297052;0.471206141;-0.379096299
0.009319728;-0.002547814;0.456200386
0.009342404;0.068626145;-0.462679384
0.009365079;0.016651015;-0.527168145
0.009387755;0.017529414;-0.526917894
0.009410431;0.018338385;-0.526524208
0.009433107;0.019079266;-0.526011913
0.009455782;0.019753311;-0.525399937
0.009478458;0.020361668;-0.524702957
0.009501134;0.020905359;-0.523932474
0.009523810;0.021385289;-0.523097567
0.009546485;0.021802292;-0.522205367
0.009569161;0.022156908;-0.521261681
0.009591837;0.022449738;-0.520270888
0.009614512;0.022681194;-0.519236411
0.009637188;0.022851576;-0.518160796
0.009659864;0.022960991;-0.517045862
0.009682540;0.023009660;-0.515892498
0.009705215;0.022997416;-0.514701194
0.009727891;0.022924083;-0.513471672
0.009750567;0.022789259;-0.512203089
0.009773243;0.022592697;-0.510893618
0.009795918;0.022333802;-0.509540887
0.009818594;0.022011924;-0.508141578
0.009841270;0.021626292;-0.506691338
0.009863946;0.021176025;-0.505184586
0.009886621;0.020660115;-0.503614216
0.009909297;0.020077511;-0.501971138
0.009931973;0.019426841;-0.500244034
0.009954649;0.018706816;-0.498418146
0.009977324;0.017915975;-0.496474445
0.010000000;0.017052760;-0.494387897
0.010022676;0.016115525;-0.492124911
0.010045351;0.015102560;-0.489639268
0.010068027;0.014012108;-0.486865287
0.010090703;0.012842407;-0.483705654
0.010113379;0.011591721;-0.480007969
0.010136054;0.010258354;-0.475514584
0.010158730;0.008840520;-0.469738158
0.010181406;0.007335513;-0.461573349
0.010204082;0.005733275;-0.447440666
0.010226757;0.003726689;-0.365557370
0.010249433;-0.000794586;0.195594794
0.010272109;-0.001124535;0.219168658
0.010294785;-0.001342441;0.229271498
0.010317460;-0.001529467;0.235559766
0.010340136;-0.001701778;0.240005075
0.010362812;-0.001865154;0.243354556
0.010385488;-0.002022125;0.245972551
0.010408163;-0.002173865;0.248064334
0.010430839;-0.002320884;0.249757089
0.010453515;-0.002463331;0.251135064
0.010476190;-0.002601139;0.252256965
0.010498866;-0.002734110;0.253165296
0.010521542;-0.002861966;0.253891809
0.010544218;-0.002984376;0.254460783
0.010566893;-0.003100982;0.254891171
0.010589569;-0.003211406;0.255197980
0.010612245;-0.003315272;0.255393242
0.010634921;-0.003412205;0.255486687
0.010657596;-0.003501842;0.255486211
0.010680272;-0.003583840;0.255398242
0.010702948;-0.003657875;0.255227969
0.010725624;-0.003723651;0.254979572
0.010748299;-0.003780901;0.254656329
0.010770975;-0.003829390;0.254260736
0.010793651;-0.003868915;0.253794484
0.010816327;-0.003899315;0.253258938
0.010839002;-0.003920458;0.252654432
0.010861678;-0.003932255;0.251980837
0.010884354;-0.003934651;0.251237249
0.010907029;-0.003927634;0.250422484
0.010929705;-0.003911223;0.249534344
0.010952381;-0.003885477;0.248569951
0.010975057;-0.003850486;0.247525566
0.010997732;-0.003806372;0.246396436
0.011020408;-0.003753285;0.245176659
0.011043084;-0.003691399;0.243858889
0.011065760;-0.003620909;0.242434024
0.011088435;-0.003542021;0.240890755
0.011111111;-0.003454950;0.239214910
0.011133787;-0.003359903;0.237388551
0.011156463;-0.003257072;0.235388623
0.011179138;-0.003146610;0.233184942
0.011201814;-0.003028601;0.230737042
0.011224490;-0.002903018;0.227989023
0.011247166;-0.002769644;0.224860707
0.011269841;-0.002627929;0.221231276
0.011292517;-0.002476710;0.216906439
0.011315193;-0.002313578;0.211543507
0.011337868;-0.002133153;0.204447994
0.011360544;-0.001920809;0.193831345
0.011383220;-0.001608965;0.171624810
0.011405896;0.002433057;-0.327091187
0.011428571;0.042885362;0.508813811
0.011451247;0.460308041;-0.332479072
0.011473923;-0.003344306;0.432886698
0.011496599;0.395421348;0.139621525
0.011519274;-0.001733466;0.272524433
0.011541950;0.195241106;0.727055593
0.011564626;0.033524551;-4.224420575
0.011587302;0.060934331;0.603142633
0.011609977;0.116649349;-0.480443267
0.011632653;0.016234121;-0.509664851
0.011655329;0.017128815;-0.509486027
0.011678005;0.017953777;-0.509157919
0.011700680;0.018710316;-0.508706827
0.011723356;0.019399719;-0.508152692
0.011746032;0.020023156;-0.507510930
0.011768707;0.020581684;-0.506793603
0.011791383;0.021076236;-0.506010226
0.011814059;0.021507679;-0.505168270
0.011836735;0.021876575;-0.504273823
0.011859410;0.022183559;-0.503331497
0.011882086;0.022429072;-0.502344908
0.011904762;0.022613437;-0.501316777
0.011927438;0.022736859;-0.500249024
0.011950113;0.022799388;-0.499142878
0.011972789;0.022801087;-0.497998774
0.011995465;0.022741734;-0.496816654
0.012018141;0.022620966;-0.495595827
0.012040816;0.022438545;-0.494334658
0.012063492;0.022193909;-0.493030963
0.012086168;0.021886436;-0.491681652
0.012108844;0.021515385;-0.490282649
0.012131519;0.021079895;-0.488828703
0.012154195;0.020578986;-0.487313124
0.012176871;0.020011635;-0.485727358
0.012199546;0.019376494;-0.484060765
0.012222222;0.018672297;-0.482299507
0.012244898;0.017897606;-0.480425794
0.012267574;0.017050882;-0.478416327
0.012290249;0.016130494;-0.476240019
0.012312925;0.015134741;-0.473854397
0.012335601;0.014061870;-0.471199642
0.012358277;0.012910113;-0.468188168
0.012380952;0.011677718;-0.464684964
0.012403628;0.010362976;-0.460466793
0.012426304;0.008964153;-0.455125310
0.012448980;0.007478918;-0.447785354
0.012471655;0.005900893;-0.435937093
0.012494331;0.004162219;-0.402737550
0.012517007;-0.000885746;0.194489239
0.012539683;-0.001326821;0.231146760
0.012562358;-0.001559644;0.242977062
0.012585034;-0.001752585;0.249928384
0.012607710;-0.001928151;0.254714226
0.012630385;-0.002093692;0.258264266
0.012653061;-0.002252312;0.261009517
0.012675737;-0.002405444;0.263185399
0.012698413;-0.002553736;0.264934715
0.012721088;-0.002697408;0.266350616
0.012743764;-0.002836441;0.267497258
0.012766440;-0.002970666;0.268420684
0.012789116;-0.003099820;0.269155019
0.012811791;-0.003223584;0.269726227
0.012834467;-0.003341604;0.270154466
0.012857143;-0.003453506;0.270455650
0.012879819;-0.003558913;0.270642501
0.012902494;-0.003657449;0.270725277
0.012925170;-0.003748746;0.270712307
0.012947846;-0.003832457;0.270610364
0.012970522;-0.003908253;0.270424922
0.012993197;-0.003975831;0.270160398
0.013015873;-0.004034916;0.269820284
0.013038549;-0.004085266;0.269407257
0.013061224;-0.004126670;0.268923162
0.013083900;-0.004158958;0.268369539
0.013106576;-0.004181992;0.267746858
0.013129252;-0.004195672;0.267055127
0.013151927;-0.004199937;0.266293597
0.013174603;-0.004194764;0.265461203
0.013197279;-0.004180167;0.264555916
0.013219955;-0.004156196;0.263575028
0.013242630;-0.004122935;0.262514986
0.013265306;-0.004080498;0.261371259
0.013287982;-0.004029033;0.260138199
0.013310658;-0.003968706;0.258808772
0.013333333;-0.003899711;0.257374265
0.013356009;-0.003822251;0.255823853
0.013378685;-0.003736541;0.254144003
0.013401361;-0.003642790;0.252317614
0.013424036;-0.003541195;0.250322786
0.013446712;-0.003431919;0.248130962
0.013469388;-0.003315062;0.245704046
0.013492063;-0.003190626;0.242989759
0.013514739;-0.003058438;0.239913727
0.013537415;-0.002918028;0.236365087
0.013560091;-0.002768389;0.232168163
0.013582766;-0.002607437;0.227019564
0.013605442;-0.002430624;0.220324460
0.013628118;-0.002226230;0.210641413
0.013650794;-0.001948321;0.192483797
0.013673469;0.000640690;-0.111013266
0.013696145;0.004221189;-0.452658997
0.013718821;0.005856441;-0.468414621
0.013741497;0.007389185;-0.475530529
0.013764172;0.008837050;-0.479662393
0.013786848;0.010203344;-0.482277563
0.013809524;0.011489905;-0.483978956
0.013832200;0.012698306;-0.485073276
0.013854875;0.013830141;-0.485737557
0.013877551;0.014887030;-0.486082994
0.013900227;0.015870540;-0.486183837
0.013922902;0.016782368;-0.486091705
0.013945578;0.017623955;-0.485844080
0.013968254;0.018396720;-0.485468716
0.013990930;0.019101986;-0.484986661
0.014013605;0.019740955;-0.484414138
0.014036281;0.020314716;-0.483763815
0.014058957;0.020824237;-0.483045671
0.014081633;0.021270417;-0.482267540
0.014104308;0.021653845;-0.481435814
0.014126984;0.021975190;-0.480555340
0.014149660;0.022234923;-0.479629945
0.014172336;0.022433399;-0.478662527
0.014195011;0.022570842;-0.477655166
0.014217687;0.022647332;-0.476609257
0.014240363;0.022662945;-0.475525389
0.014263039;0.022617565;-0.474403575
0.014285714;0.022510774;-0.473243357
0.014308390;0.022342375;-0.472043259
0.014331066;0.022111840;-0.470801274
0.014353741;0.021818572;-0.469514530
0.014376417;0.021461856;-0.468179207
0.014399093;0.021040857;-0.466790367
0.014421769;0.020554618;-0.465341706
0.014444444;0.020002137;-0.463825159
0.014467120;0.019382096;-0.462230713
0.014489796;0.018693246;-0.460545361
0.014512472;0.017934169;-0.458752438
0.014535147;0.017103342;-0.456830204
0.014557823;0.016199148;-0.454749798
0.014580499;0.015219891;-0.452472040
0.014603175;0.014163820;-0.449942209
0.014625850;0.013029155;-0.447081040
0.014648526;0.011814126;-0.443768074
0.014671202;0.010517003;-0.439808058
0.014693878;0.009136063;-0.434854119
0.014716553;0.007669251;-0.428197385
0.014739229;0.006112015;-0.417988171
0.014761905;0.004433912;-0.395539641
0.014784580;-0.000446053;0.141891402
0.014807256;-0.001817910;0.287918727
0.014829932;-0.001726306;0.262786086
0.014852608;-0.001926483;0.270522073
0.014875283;-0.002105870;0.275685543
0.014897959;-0.002273846;0.279441106
0.014920635;-0.002434308;0.282311113
0.014943311;-0.002588976;0.284563720
0.014965986;-0.002738652;0.286359676
0.014988662;-0.002883644;0.287802145
0.015011338;-0.003023983;0.288961313
0.015034014;-0.003159530;0.289887073
0.015056689;-0.003290041;0.290616132
0.015079365;-0.003415209;0.291176248
0.015102041;-0.003534686;0.291588870
0.015124717;-0.003648101;0.291870866
0.015147392;-0.003755076;0.292035678
0.015170068;-0.003855233;0.292094128
0.015192744;-0.003948203;0.292054988
0.015215420;-0.004033631;0.291925381
0.015238095;-0.004111183;0.291711099
0.015260771;-0.004180550;0.291416790
0.015283447;-0.004241450;0.291046161
0.015306122;-0.004293632;0.290602078
0.015328798;-0.004336879;0.290086658
0.015351474;-0.004371010;0.289501272
0.015374150;-0.004395880;0.288846872
0.015396825;-0.004411382;0.288123495
0.015419501;-0.004417444;0.287330540
0.015442177;-0.004414038;0.286467067
0.015464853;-0.004401170;0.285531214
0.015487528;-0.004378880;0.284520436
0.015510204;-0.004347248;0.283431371
0.015532880;-0.004306382;0.282259704
0.015555556;-0.004256421;0.281000037
0.015578231;-0.004197533;0.279645644
0.015600907;-0.004129904;0.278188189
0.015623583;-0.004053738;0.276617322
0.015646259;-0.003969247;0.274920122
0.015668934;-0.003876646;0.273080306
0.015691610;-0.003776134;0.271077074
0.015714286;-0.003667884;0.268883422
0.015736961;-0.003552013;0.266463499
0.015759637;-0.003428548;0.263768424
0.015782313;-0.003297357;0.260729205
0.015804989;-0.003158046;0.257244102
0.015827664;-0.003009744;0.253154081
0.015850340;-0.002850651;0.248190052
0.015873016;-0.002676908;0.241840303
0.015895692;-0.002479027;0.232930206
0.015918367;-0.002224232;0.217542366
0.015941043;-0.001138309;0.103085222
0.015963719;0.064028950;0.558958345
0.015986395;0.459072407;-0.247780783
0.016009070;-0.000554435;0.075349082
0.016031746;0.080092048;0.611563655
0.016054422;0.501886587;-0.198152543
0.016077098;0.002801724;0.411145508
0.016099773;0.322929414;-0.268874301
0.016122449;-0.002253194;0.346791913
0.016145125;0.014478998;-0.474482501
0.016167800;0.015479123;-0.474654276
0.016190476;0.016407227;-0.474623890
0.016213152;0.017264743;-0.474431314
0.016235828;0.018053119;-0.474105981
0.016258503;0.018773696;-0.473670119
0.016281179;0.019427710;-0.473140818
0.016303855;0.020016274;-0.472531387
0.016326531;0.020540388;-0.471852300
0.016349206;0.021000980;-0.471111771
0.016371882;0.021398664;-0.470316511
0.016394558;0.021734138;-0.469471614
0.016417234;0.022007904;-0.468581123
0.016439909;0.022220341;-0.467648119
0.016462585;0.022371707;-0.466674851
0.016485261;0.022462097;-0.465662876
0.016507937;0.022491686;-0.464612849
0.016530612;0.022460209;-0.463525119
0.016553288;0.022367455;-0.462399196
0.016575964;0.022213176;-0.461233841
0.016598639;0.021996882;-0.460027222
0.016621315;0.021718003;-0.458776675
0.016643991;0.021375852;-0.457478627
0.016666667;0.020969617;-0.456128429
0.016689342;0.020498374;-0.454720147
